administración,estrato,antiguedad,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,porteria,precio,Localidad,Tasa_Homicidios_100k,Tasa_Hurtos_100k,incluye_remodelado,incluye_deposito,incluye_zona_de_lavanderia,incluye_gas,incluye_parqueadero
350000,4,19,76.0,3,2,1,1,Apartamento,24 hrs,365000000.0,SUBA,9.8,750.0,True,True,False,True,True
683000,6,12,63.0,2,2,0,1,Apartamento,24 hrs,480000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
76500,3,20,44.0,2,1,0,0,Apartamento,24 hrs,152000000.0,SUBA,9.8,750.0,True,False,False,True,True
260000,4,21,61.0,3,2,1,0,Apartamento,24 hrs,269000000.0,SUBA,9.8,750.0,True,False,False,True,True
220000,5,7,69.0,2,2,1,2,Apartamento,No,420000000.0,SUBA,9.8,750.0,True,False,False,True,False
52000,2,13,45.0,2,1,0,0,Apartamento,24 hrs,119000000.0,USME,18.9,680.0,True,False,False,True,True
231600,4,40,73.0,3,2,0,0,Apartamento,24 hrs,285000000.0,SUBA,9.8,750.0,True,False,False,True,True
143100,3,9,48.0,2,1,0,2,Apartamento,24 hrs,185000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
124200,3,9,54.0,3,2,0,2,Apartamento,24 hrs,196000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
0,4,24,67.0,2,2,1,0,Apartamento,24 hrs,330350000.0,SUBA,9.8,750.0,True,False,True,True,True
1002600,6,29,94.0,3,3,1,1,Apartamento,No,465000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
49000,2,6,48.0,3,1,0,0,Apartamento,24 hrs,125400000.0,KENNEDY,25.4,950.0,True,False,True,True,True
50000,4,6,51.0,1,1,1,1,Apartamento,24 hrs,302000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
0,4,30,71.0,3,2,0,0,Apartamento,24 hrs,285000000.0,SUBA,9.8,750.0,True,False,False,True,True
55000,2,13,45.0,2,1,0,0,Apartamento,24 hrs,118400000.0,USME,18.9,680.0,True,False,False,True,True
50000,1,5,48.0,3,1,0,0,Apartamento,24 hrs,133000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
0,3,26,70.0,3,2,0,0,Apartamento,24 hrs,320000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
375000,4,36,75.0,3,2,1,1,Apartamento,24 hrs,357000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
86100,2,10,41.0,2,1,0,0,Apartamento,24 hrs,145000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
239000,4,12,85.0,3,2,1,1,Apartamento,24 hrs,473800000.0,SUBA,9.8,750.0,True,False,False,True,True
103000,3,2,53.0,3,1,0,2,Apartamento,24 hrs,173900000.0,FONTIBON,10.1,810.0,True,True,False,True,True
477000,5,5,51.0,1,2,1,1,Apartamento,24 hrs,360000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
615500,4,8,90.0,3,2,2,1,Apartamento,24 hrs,530000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
208000,3,2,66.0,3,2,1,3,Apartamento,24 hrs,280300000.0,KENNEDY,25.4,950.0,True,True,True,True,True
217100,4,20,59.0,3,2,1,0,Apartamento,24 hrs,270000000.0,SUBA,9.8,750.0,True,False,False,True,True
392000,3,7,55.0,2,2,1,1,Apartamento,24 hrs,295000000.0,SUBA,9.8,750.0,False,False,False,False,False
363000,4,28,42.0,1,1,1,1,Apartamento,24 hrs,313500000.0,USAQUEN,8.5,850.0,True,True,False,True,False
49600,4,3,51.0,3,2,0,2,Apartamento,24 hrs,167450000.0,FONTIBON,10.1,810.0,False,False,False,False,False
0,6,20,70.0,2,2,1,1,Apartamento,No,481800000.0,CHAPINERO,5.2,1050.0,False,False,False,False,False
385000,5,16,69.0,2,3,1,1,Apartamento,24 hrs,385000000.0,SUBA,9.8,750.0,True,True,False,True,True
461000,5,30,61.0,2,2,1,1,Apartamento,24 hrs,327800000.0,USAQUEN,8.5,850.0,True,False,False,True,False
63800,2,14,55.0,3,2,0,0,Apartamento,24 hrs,145000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
54650,2,11,42.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,False
206000,3,20,80.0,3,2,1,0,Apartamento,24 hrs,280000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
72700,3,19,52.0,2,2,0,0,Apartamento,24 hrs,182000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
150500,2,1,49.0,2,2,0,1,Apartamento,24 hrs,175000000.0,BOSA,21.5,880.0,True,False,False,True,True
147100,3,21,55.0,3,2,0,0,Apartamento,24 hrs,181000000.0,SUBA,9.8,750.0,True,False,False,True,True
254600,3,15,78.0,3,2,1,1,Apartamento,24 hrs,352000000.0,SUBA,9.8,750.0,False,False,False,False,False
57000,2,11,45.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,True
140800,3,17,68.0,4,2,1,0,casa con conjunto cerrado,24 hrs,290000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
186000,4,0,31.0,1,1,0,1,Apartamento,24 hrs,230000000.0,CHAPINERO,5.2,1050.0,False,False,False,False,False
127000,3,22,49.0,3,1,0,0,Apartamento,24 hrs,190000000.0,ENGATIVA,11.3,790.0,False,False,False,False,True
110000,3,2,53.0,3,1,0,1,Apartamento,24 hrs,152000000.0,FONTIBON,10.1,810.0,True,False,False,True,True
41100,2,18,38.0,2,1,0,0,Apartamento,24 hrs,124800000.0,FONTIBON,10.1,810.0,True,False,False,True,True
138000,3,7,64.0,3,2,1,1,Apartamento,No,355000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
264000,4,8,48.0,1,1,1,1,Apartamento,No,281400000.0,USAQUEN,8.5,850.0,True,True,False,True,False
533000,4,15,83.0,3,2,1,1,Apartamento,24 hrs,377400000.0,USAQUEN,8.5,850.0,True,True,False,True,True
518300,4,16,58.0,1,1,1,1,Apartamento,No,390000000.0,CHAPINERO,5.2,1050.0,False,False,False,False,False
629100,5,17,84.0,2,2,2,1,Apartamento,24 hrs,450000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
92000,2,18,50.0,2,1,0,0,casa con conjunto cerrado,24 hrs,150000000.0,KENNEDY,25.4,950.0,False,False,False,False,True
89600,2,24,34.0,2,1,0,0,Apartamento,No,95000000.0,RAFAEL URIBE URIBE,17.1,700.0,True,True,False,True,False
374400,5,9,76.0,2,3,1,1,Apartamento,24 hrs,409000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
220000,3,4,63.0,3,2,1,1,Apartamento,24 hrs,255000000.0,KENNEDY,25.4,950.0,True,False,True,True,True
405000,4,29,67.0,2,2,1,1,Apartamento,24 hrs,291000000.0,SUBA,9.8,750.0,True,True,False,True,False
55000,2,15,36.0,2,1,0,0,Apartamento,24 hrs,110000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
0,4,6,87.0,3,2,1,2,Apartamento,24 hrs,427000000.0,SUBA,9.8,750.0,True,True,False,True,True
1433000,5,31,207.0,4,3,2,1,Apartamento,24 hrs,1200000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
90000,3,3,40.0,2,1,0,1,Apartamento,24 hrs,180000000.0,CIUDAD BOLIVAR,35.0,650.0,True,False,False,True,False
366000,3,8,85.0,3,2,1,0,Apartamento,24 hrs,390000000.0,SUBA,9.8,750.0,True,False,False,True,True
592000,5,29,100.0,3,3,1,1,Apartamento,24 hrs,422900000.0,USAQUEN,8.5,850.0,False,True,False,False,False
280000,4,1,66.0,3,2,1,1,Apartamento,24 hrs,482000000.0,FONTIBON,10.1,810.0,False,True,True,False,True
133400,3,16,50.0,3,1,0,0,Apartamento,24 hrs,173000000.0,SUBA,9.8,750.0,True,False,False,True,True
200000,3,8,50.0,2,1,0,0,Apartamento,24 hrs,180000000.0,SUBA,9.8,750.0,False,False,False,False,True
175000,4,5,68.0,3,2,1,1,Apartamento,24 hrs,321200000.0,KENNEDY,25.4,950.0,True,True,True,True,True
60000,2,16,48.0,2,1,0,0,casa con conjunto cerrado,24 hrs,139000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
460800,5,28,72.0,2,2,1,0,Apartamento,24 hrs,330000000.0,SUBA,9.8,750.0,True,False,False,True,True
34000,2,9,49.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True
370200,5,33,69.0,2,2,0,1,Apartamento,24 hrs,334000000.0,SUBA,9.8,750.0,True,False,False,True,True
48000,1,6,46.0,3,1,0,0,Apartamento,24 hrs,95900000.0,USME,18.9,680.0,True,False,False,True,True
45000,2,14,42.0,2,1,0,0,Apartamento,24 hrs,116000000.0,USME,18.9,680.0,True,False,False,True,True
72000,2,21,45.0,2,1,0,0,casa con conjunto cerrado,24 hrs,165000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
63000,2,18,63.0,3,2,0,0,casa con conjunto cerrado,24 hrs,178000000.0,ENGATIVA,11.3,790.0,False,True,True,False,True
94600,3,5,32.0,2,1,0,1,Apartamento,24 hrs,137000000.0,SAN CRISTOBAL,12.8,720.0,True,False,False,True,True
214400,3,1,59.0,2,2,1,2,Apartamento,24 hrs,440000000.0,SUBA,9.8,750.0,True,True,False,True,True
322000,4,6,50.0,1,2,1,1,Apartamento,24 hrs,325000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
220000,4,19,50.0,3,2,1,1,Apartamento,24 hrs,353758000.0,USAQUEN,8.5,850.0,False,False,False,False,True
65500,2,11,42.0,3,1,0,0,Apartamento,24 hrs,120700000.0,KENNEDY,25.4,950.0,True,False,False,True,True
187000,3,28,72.0,4,2,1,0,casa con conjunto cerrado,24 hrs,330000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
0,2,23,72.0,8,4,1,0,Casa,No,450000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
77300,2,25,51.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
300000,4,25,95.0,3,3,1,1,Apartamento,24 hrs,510000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
70000,2,14,46.0,3,1,0,0,Apartamento,24 hrs,130000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
400000,5,20,55.0,1,1,1,2,Apartamento,24 hrs,340000000.0,CHAPINERO,5.2,1050.0,False,True,False,False,True
63000,3,28,66.0,4,2,2,0,Apartamento,24 hrs,260000000.0,ENGATIVA,11.3,790.0,True,False,True,True,False
561000,5,31,95.0,4,3,2,2,Apartamento,24 hrs,530000000.0,SUBA,9.8,750.0,True,False,False,True,True
40000,5,23,114.0,3,3,2,0,Apartamento,No,485000000.0,USAQUEN,8.5,850.0,False,True,False,False,True
55000,2,19,47.0,2,1,0,0,Apartamento,24 hrs,115000000.0,BOSA,21.5,880.0,True,False,False,True,True
78300,2,13,47.0,3,1,0,0,Apartamento,24 hrs,130000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
61300,2,18,62.0,3,1,0,0,casa con conjunto cerrado,24 hrs,181000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
84600,3,39,50.0,2,1,0,0,Apartamento,24 hrs,180000000.0,SUBA,9.8,750.0,True,False,False,True,False
55000,2,3,47.0,3,1,0,0,Apartamento,24 hrs,127800000.0,KENNEDY,25.4,950.0,True,False,False,True,True
60000,2,4,52.0,3,1,0,2,Apartamento,24 hrs,154000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
180000,3,20,68.0,3,2,0,0,casa con conjunto cerrado,24 hrs,265000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
85000,2,8,39.0,2,1,0,0,Apartamento,24 hrs,140000000.0,SUBA,9.8,750.0,True,True,False,True,True
400000,4,28,96.0,3,2,1,1,Apartamento,24 hrs,486000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
62200,2,8,57.0,3,1,0,0,Apartamento,24 hrs,145000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
90000,3,19,50.0,2,1,0,0,Apartamento,24 hrs,125000000.0,BOSA,21.5,880.0,False,False,False,False,False
58000,2,5,48.0,3,1,0,0,Apartamento,24 hrs,127700000.0,KENNEDY,25.4,950.0,True,False,True,True,True
392000,5,34,76.0,3,2,1,1,Apartamento,24 hrs,385000000.0,SUBA,9.8,750.0,True,True,False,True,True
121000,3,2,47.0,3,2,0,1,Apartamento,24 hrs,180000000.0,FONTIBON,10.1,810.0,False,False,False,False,True
350000,4,15,90.0,3,2,2,1,Apartamento,24 hrs,470000000.0,SUBA,9.8,750.0,True,False,False,True,True
352000,6,35,71.0,3,2,1,1,Apartamento,24 hrs,358000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
53000,1,6,47.0,3,1,0,0,Apartamento,24 hrs,124500000.0,KENNEDY,25.4,950.0,True,False,False,True,True
461000,5,34,72.0,3,2,1,1,Apartamento,24 hrs,360000000.0,SUBA,9.8,750.0,True,True,False,True,True
50000,2,10,48.0,2,1,0,0,Apartamento,24 hrs,110000000.0,USME,18.9,680.0,True,False,False,True,True
317000,4,36,95.0,3,2,1,0,Apartamento,24 hrs,422000000.0,USAQUEN,8.5,850.0,True,False,False,True,False
377000,4,11,73.0,3,2,1,2,Apartamento,24 hrs,415000000.0,SUBA,9.8,750.0,True,False,False,True,True
180000,4,17,78.0,3,3,1,0,casa con conjunto cerrado,24 hrs,385000000.0,SUBA,9.8,750.0,True,True,False,True,True
336000,3,20,63.0,3,2,1,0,Apartamento,24 hrs,257000000.0,USAQUEN,8.5,850.0,False,False,False,False,False
0,3,48,45.0,4,4,1,0,Casa,No,450000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
666700,5,32,86.0,3,2,2,0,Apartamento,24 hrs,437472000.0,USAQUEN,8.5,850.0,False,True,False,False,True
67500,2,13,47.0,3,1,0,0,Apartamento,24 hrs,155000000.0,KENNEDY,25.4,950.0,True,True,False,True,False
240800,3,32,54.0,2,1,1,0,Apartamento,24 hrs,230000000.0,SUBA,9.8,750.0,True,False,False,True,False
58300,1,5,48.0,3,1,0,0,Apartamento,24 hrs,127000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
204600,3,5,38.0,1,1,0,1,Apartamento,24 hrs,270000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,True
426000,5,10,85.0,2,3,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,False,False,False,False,True
0,2,44,126.0,6,3,1,0,Casa,No,490000000.0,BOSA,21.5,880.0,True,False,False,True,False
274327,4,7,71.0,3,2,0,1,Apartamento,24 hrs,280000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
793000,6,13,83.0,2,2,1,1,Apartamento,24 hrs,444350000.0,USAQUEN,8.5,850.0,True,True,False,True,True
121000,2,2,48.0,3,2,0,1,Apartamento,24 hrs,174000000.0,FONTIBON,10.1,810.0,True,False,False,True,True
189000,2,8,43.0,2,1,0,2,Apartamento,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,True,True,True
57000,2,5,47.0,3,1,0,0,Apartamento,24 hrs,125000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
364601,6,2,31.0,1,1,1,1,Apartamento,24 hrs,376785000.0,CHAPINERO,5.2,1050.0,True,True,True,True,True
124900,3,9,55.0,3,2,0,1,Apartamento,No,165000000.0,CIUDAD BOLIVAR,35.0,650.0,False,False,False,False,False
0,3,23,45.0,3,2,0,0,Casa,No,320000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
0,2,7,43.0,2,1,0,0,Apartamento,24 hrs,150000000.0,SUBA,9.8,750.0,True,False,False,True,False
516200,6,17,71.0,2,2,2,1,Apartamento,24 hrs,492000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
100200,2,2,56.0,3,2,0,0,Apartamento,24 hrs,171000000.0,SUBA,9.8,750.0,True,False,False,True,True
218000,3,29,61.0,3,2,0,0,Apartamento,24 hrs,220000000.0,ENGATIVA,11.3,790.0,False,False,False,False,True
274700,3,7,75.0,3,2,1,1,Apartamento,24 hrs,378000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
319000,4,13,73.0,3,2,1,1,Apartamento,24 hrs,300000000.0,SUBA,9.8,750.0,False,False,False,False,True
190000,3,18,65.0,3,2,2,0,Apartamento,24 hrs,260000000.0,SUBA,9.8,750.0,True,False,False,True,False
587000,4,31,122.0,3,3,1,1,Apartamento,24 hrs,495000000.0,USAQUEN,8.5,850.0,True,True,False,True,False
40000,2,8,38.0,2,1,0,0,Apartamento,24 hrs,93000000.0,USME,18.9,680.0,True,False,False,True,True
54000,2,9,48.0,3,1,0,0,Apartamento,24 hrs,105400000.0,USME,18.9,680.0,True,False,False,True,True
50000,4,19,105.0,4,3,1,0,casa con conjunto cerrado,24 hrs,400000000.0,USAQUEN,8.5,850.0,False,False,False,False,True
0,3,20,49.0,2,2,0,0,casa con conjunto cerrado,24 hrs,170000000.0,SUBA,9.8,750.0,True,False,False,True,True
201000,3,13,63.0,2,2,1,1,Apartamento,24 hrs,324000000.0,SUBA,9.8,750.0,True,False,True,True,False
464000,4,7,59.0,1,2,2,1,Apartamento,24 hrs,355000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
45000,2,19,71.0,4,2,0,0,casa con conjunto cerrado,24 hrs,220000000.0,ENGATIVA,11.3,790.0,True,False,True,True,False
87000,4,1,36.0,2,1,0,1,Apartamento,24 hrs,202000000.0,SUBA,9.8,750.0,True,False,False,True,True
40000,2,7,44.0,2,1,0,0,Apartamento,24 hrs,90000000.0,USME,18.9,680.0,True,False,False,True,True
405700,4,8,105.0,3,2,1,3,Apartamento,24 hrs,535000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
58000,2,14,47.0,2,1,0,0,Apartamento,No,122000000.0,BOSA,21.5,880.0,False,False,False,False,False
106000,3,4,46.0,2,1,0,1,Apartamento,24 hrs,184000000.0,FONTIBON,10.1,810.0,True,False,False,True,False
438000,5,38,47.0,2,1,1,1,Apartamento,24 hrs,381000000.0,CHAPINERO,5.2,1050.0,True,False,False,True,True
387600,3,13,70.0,3,2,1,1,Apartamento,24 hrs,332808000.0,SUBA,9.8,750.0,False,False,False,False,True
50000,3,14,73.0,3,2,1,0,Apartamento,24 hrs,291750503.0,USAQUEN,8.5,850.0,True,False,False,True,True
65000,2,6,55.0,3,2,0,0,Apartamento,24 hrs,160000000.0,BOSA,21.5,880.0,True,False,False,True,True
601000,6,26,89.0,2,3,2,1,Apartamento,24 hrs,465000000.0,SUBA,9.8,750.0,True,False,False,True,True
354000,4,18,87.0,3,2,1,1,Apartamento,24 hrs,490000000.0,FONTIBON,10.1,810.0,True,False,True,True,True
97000,3,2,46.0,2,1,0,3,Apartamento,24 hrs,155000000.0,USME,18.9,680.0,True,False,False,True,True
495000,4,22,82.0,3,2,1,1,Apartamento,24 hrs,450000000.0,SUBA,9.8,750.0,True,False,False,True,False
457000,6,35,88.0,4,2,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
653000,6,39,70.0,3,2,1,0,Apartamento,24 hrs,337000000.0,USAQUEN,8.5,850.0,True,False,False,True,True
188000,3,22,62.0,3,2,1,0,Apartamento,24 hrs,274000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
272000,3,16,87.0,3,2,1,0,casa con conjunto cerrado,24 hrs,420000000.0,SUBA,9.8,750.0,True,True,False,True,False
199000,4,10,55.0,2,2,1,1,Apartamento,24 hrs,290000000.0,SUBA,9.8,750.0,True,False,False,True,True
495000,5,27,101.0,3,4,1,1,Apartamento,24 hrs,500000000.0,SUBA,9.8,750.0,True,True,False,True,False
54650,2,12,45.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True
60000,1,6,47.0,2,1,0,0,Apartamento,24 hrs,123000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
111000,3,1,49.0,3,2,0,1,Apartamento,24 hrs,175000000.0,FONTIBON,10.1,810.0,False,False,False,False,True
218000,3,27,70.0,3,2,0,1,Apartamento,24 hrs,225000000.0,SUBA,9.8,750.0,True,False,False,True,True
50000,3,10,62.0,3,2,1,0,Apartamento,No,240600000.0,KENNEDY,25.4,950.0,True,False,False,True,True
270000,3,27,86.0,4,2,0,0,casa con conjunto cerrado,24 hrs,365000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
84000,2,12,55.0,3,2,0,0,Apartamento,24 hrs,145660000.0,KENNEDY,25.4,950.0,True,False,True,True,True
292000,6,38,68.0,2,2,1,0,Apartamento,24 hrs,380000000.0,USAQUEN,8.5,850.0,False,True,False,False,True
567000,4,37,77.0,2,2,1,1,Apartamento,24 hrs,356000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
76000,2,6,53.0,3,2,0,0,Apartamento,24 hrs,155000000.0,BOSA,21.5,880.0,True,False,False,True,True
70000,2,25,43.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
212000,3,21,59.0,3,2,1,0,Apartamento,24 hrs,230000000.0,SUBA,9.8,750.0,True,False,False,True,False
53800,2,13,41.0,2,1,0,0,Apartamento,24 hrs,120000000.0,USME,18.9,680.0,True,False,False,True,True
118000,3,2,45.0,2,1,0,1,Apartamento,24 hrs,180000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
180000,4,19,63.0,3,2,1,2,Apartamento,24 hrs,270000000.0,SUBA,9.8,750.0,True,False,False,True,True
0,4,4,70.0,3,2,1,1,Apartamento,No,480000000.0,TEUSAQUILLO,6.5,1100.0,True,True,True,True,True
184000,3,3,61.0,3,2,0,1,Apartamento,24 hrs,269000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
80000,2,14,50.0,3,2,0,0,Apartamento,24 hrs,141000000.0,KENNEDY,25.4,950.0,True,False,True,True,True
90000,2,24,51.0,3,1,0,0,Apartamento,24 hrs,155000000.0,ENGATIVA,11.3,790.0,True,False,False,True,False
85700,2,7,53.0,2,2,0,2,Apartamento,24 hrs,147000000.0,KENNEDY,25.4,950.0,True,False,False,True,False
320000,4,36,78.0,3,2,1,1,Apartamento,24 hrs,443000000.0,FONTIBON,10.1,810.0,True,True,False,True,False
70000,2,13,46.0,2,1,0,0,Apartamento,24 hrs,140000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
65000,2,6,57.0,3,2,0,0,Apartamento,24 hrs,147300000.0,KENNEDY,25.4,950.0,True,False,False,True,True
69000,2,23,43.0,2,1,0,0,Apartamento,24 hrs,132000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
46000,2,12,43.0,2,1,0,0,Apartamento,24 hrs,114000000.0,USME,18.9,680.0,True,False,True,True,True
84000,2,12,55.0,3,1,0,0,Apartamento,24 hrs,139000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
58700,2,7,57.0,3,1,0,0,Apartamento,24 hrs,160140000.0,USAQUEN,8.5,850.0,True,False,False,True,True
168000,4,26,50.0,1,2,1,0,Apartamento,24 hrs,290000000.0,USME,18.9,680.0,True,False,False,True,False
136000,2,17,72.0,3,3,1,0,casa con conjunto cerrado,24 hrs,270300000.0,KENNEDY,25.4,950.0,True,False,True,True,True
73000,2,7,56.0,3,1,0,0,Apartamento,24 hrs,150000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
176800,3,3,68.0,3,2,1,1,Apartamento,24 hrs,357000000.0,KENNEDY,25.4,950.0,True,True,False,True,True
51000,1,6,47.0,3,1,0,0,Apartamento,24 hrs,132600000.0,KENNEDY,25.4,950.0,True,False,False,True,True
108000,3,0,39.0,2,1,0,1,Apartamento,24 hrs,195000000.0,KENNEDY,25.4,950.0,True,False,False,True,True
155000,2,10,57.0,2,1,0,0,casa con conjunto cerrado,24 hrs,190000000.0,ENGATIVA,11.3,790.0,True,False,False,True,True
0,4,6,51.0,1,2,1,1,Apartamento,24 hrs,366000000.0,PUENTE ARANDA,15.9,870.0,True,False,True,True,True
55000,2,17,50.0,3,1,0,0,Apartamento,No,127000000.0,BOSA,21.5,880.0,True,False,False,True,False
816600,6,32,112.0,3,2,2,1,Apartamento,24 hrs,500000000.0,USAQUEN,8.5,850.0,True,True,False,True,True
510000,5,29,105.0,3,2,1,0,Apartamento,24 hrs,456000000.0,SUBA,9.8,750.0,True,True,False,True,True
